Id,Objeto,Calle,Altura,Direc_norm,Telefono,Barrio,Comuna,Longitud,Latitud
1188,FARMACIA,AV RAUL SCALABRINI ORTIZ,1751,"SCALABRINI ORTIZ, RAUL AV. 1751",48312227 48323956,PALERMO,14,-58.42342788489033,-34.590125948860795
1190,FARMACIA,LARREA,127,LARREA 127,49530010,BALVANERA,3,-58.401707088128283,-34.608292164086393
1191,FARMACIA,AV EVA PERON,3642,"PERON, EVA AV. 3642",46133700 46190204 46190203,PARQUE AVELLANEDA,9,-58.466399491166428,-34.645758248592308
1192,FARMACIA,AV DIRECTORIO,1902,DIRECTORIO AV. 1902,46329113,FLORES,7,-58.454481870987266,-34.631702619317267
1193,FARMACIA,AV LA PLATA,793,LA PLATA AV. 793,49225347,CABALLITO,6,-58.4274452156181,-34.624870606734881
1194,FARMACIA,AV EVA PERON,4894,"PERON, EVA AV. 4894",46356666,PARQUE AVELLANEDA,9,-58.47847735212342,-34.657844493592464
1197,FARMACIA,LIBERTAD,861,LIBERTAD 861,48163040,RETIRO,1,-58.383850594114548,-34.598497806872885
1198,FARMACIA,IBARROLA,7232,IBARROLA 7232,46414612,LINIERS,9,-58.527961767092819,-34.641877695214227
1199,FARMACIA,ALICIA MOREAU DE JUSTO,746,"MOREAU DE JUSTO, ALICIA AV. 746",43450001,PUERTO MADERO,1,-58.366592351454948,-34.606305916271765
1200,FARMACIA,AV SAN MARTIN,2165,SAN MARTIN AV. 2165,45848010,VILLA CRESPO,15,-58.457796872373052,-34.604481199553845
1201,FARMACIA,BRASIL,1223,BRASIL 1223,43044690,CONSTITUCION,1,-58.383368668077715,-34.627776607907983
1202,FARMACIA,AV PUEYRREDON,202,PUEYRREDON AV. 202,48665800,BALVANERA,3,-58.406354112052405,-34.607634510900091
1203,FARMACIA,AV CORDOBA,1401,CORDOBA AV. 1401,48145544,RECOLETA,2,-58.387021490152542,-34.599126077675137
1204,FARMACIA,AV RIVADAVIA,2502,RIVADAVIA AV. 2502,49541500,BALVANERA,3,-58.401888051465846,-34.610063395818258
1205,FARMACIA,AV DE MAYO,1302,DE MAYO AV. 1302,43835544,MONSERRAT,1,-58.384968889624723,-34.60947356429287
1206,FARMACIA,AV LOPE DE VEGA,3185,LOPE DE VEGA AV. 3185,46399400,VILLA DEVOTO,11,-58.525454542310463,-34.613607576125091
1207,FARMACIA,AV ESTADO DE ISRAEL,4790,ESTADO DE ISRAEL AV. 4790,48624679 48660611,ALMAGRO,5,-58.431806003293254,-34.601888269167702
1208,FARMACIA,AV ENTRE RIOS,742,ENTRE RIOS AV. 742,43835988,MONSERRAT,1,-58.391466136116215,-34.617410979421173
1209,FARMACIA,CERRITO,342,CERRITO 342,43839700,SAN NICOLAS,1,-58.382379217399446,-34.604495835156683
1210,FARMACIA,MONROE,4990,MONROE 4990,45220082,VILLA URQUIZA,12,-58.485092118824689,-34.573837967847503
1211,FARMACIA,AV CABILDO,4750,CABILDO AV. 4750,47029254,SAAVEDRA,12,-58.474345296824588,-34.54116166424847
1212,FARMACIA,AV RIVADAVIA,5396,RIVADAVIA AV. 5396,49041100,CABALLITO,6,-58.441434874893531,-34.620302488612793
1213,FARMACIA,AV RIVADAVIA,6199,RIVADAVIA AV. 6199,46322191,CABALLITO,6,-58.454009159450166,-34.625430013076127
1214,FARMACIA,AV SANTA FE,4486,SANTA FE AV. 4486,47720313,PALERMO,14,-58.424323939950774,-34.579593773626968
1215,FARMACIA,AV RIVADAVIA,11.532,RIVADAVIA AV. 11532,46424848,LINIERS,9,-58.527072719308023,-34.63937997444485
1216,FARMACIA,AV CABILDO,2917,CABILDO AV. 2917,47021106,NUÑEZ,13,-58.462492871715952,-34.555164144473558
1217,FARMACIA,ALVAREZ JONTE,2901,ALVAREZ JONTE AV. 2901,45026061,VILLA DEL PARQUE,11,-58.483722833040204,-34.608796076326058
1218,FARMACIA,AV CORRIENTES,6169,CORRIENTES AV. 6169,45149271,CHACARITA,15,-58.447131070832299,-34.591868523800109
1219,FARMACIA,AV GRAL PAZ,10.632,"PAZ, GRAL. AV. 10632",46412348,LINIERS,9,-58.528842738512573,-34.639862240814949
1220,FARMACIA,AV MEDRANO,6,MEDRANO AV. 6,49580000,ALMAGRO,5,-58.421205693553688,-34.611350629539118
1221,FARMACIA,AV PUEYRREDON,581,PUEYRREDON AV. 581,49639969,BALVANERA,3,-58.405003354756978,-34.603628783537367
1222,FARMACIA,AV RIVADAVIA,7283,RIVADAVIA AV. 7283,45889999,FLORES,7,-58.468227442993189,-34.630156547995149
1223,FARMACIA,CUENCA,3384,CUENCA 3384,45033225,VILLA DEL PARQUE,11,-58.497390865429615,-34.598897674684956
1224,FARMACIA,AV CORRIENTES,1835,CORRIENTES AV. 1835,43724704,BALVANERA,3,-58.393060432461148,-34.604265355723101
1225,FARMACIA,AV SAENZ,1091,SAENZ AV. 1091,49194483,NUEVA POMPEYA,4,-58.416665852091754,-34.65293041971335
1226,FARMACIA,AV CORRIENTES,5283,CORRIENTES AV. 5283,48557343,VILLA CRESPO,15,-58.43942064120597,-34.599022060323541
1227,FARMACIA,AV CASEROS,2979,CASEROS AV. 2979,49427000,PARQUE PATRICIOS,4,-58.405296515126317,-34.636897219680989
1228,FARMACIA,RAMOS MEJIA,1430,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1430",45909759,RETIRO,1,-58.374064665639061,-34.590712950334343
1229,FARMACIA,AV CABILDO,659,CABILDO AV. 659,47710728,PALERMO,14,-58.44344497372105,-34.570451695880685
1230,FARMACIA,F. ACUÑA DE FIGUEROA,717,"ACUÑA DE FIGUEROA, FRANCISCO 717",48664949,ALMAGRO,5,-58.422351129986204,-34.60281368474633
1231,FARMACIA,BRASIL,1156,BRASIL 1156,43044138,CONSTITUCION,1,-58.381882036040807,-34.628008545676082
1232,FARMACIA,MAIPU,501,MAIPU 501,43261726,SAN NICOLAS,1,-58.376567734170244,-34.602153313817261
1233,FARMACIA,AV ALBERDI,5831,"ALBERDI, JUAN BAUTISTA AV. 5831",46821657,MATADEROS,9,-58.502630483463378,-34.651472357954077
1234,FARMACIA,AV CORRIENTES,2276,CORRIENTES AV. 2276,49527379,BALVANERA,3,-58.399084047936036,-34.604795950782865
1235,FARMACIA,SOMELLERA,5671,SOMELLERA 5671,46010000,VILLA LUGANO,8,-58.476357784079717,-34.675966497235457
1236,FARMACIA,AV CORRIENTES,6847,CORRIENTES AV. 6847,45540153,CHACARITA,15,-58.45441956666356,-34.587052366918243
1237,FARMACIA,AV BOEDO,950,BOEDO AV. 950,49576444,BOEDO,5,-58.415905641471007,-34.624937104757272
1238,FARMACIA,AV REGIMIENTO DE PATRICIOS,570,REGIMIENTO DE PATRICIOS AV. 570,43033901,BOCA,4,-58.369794629641603,-34.635180920554411
1239,FARMACIA,AV CABILDO,2363,CABILDO AV. 2363,,BELGRANO,13,-58.458674397223724,-34.559414550708546
1240,FARMACIA,AV JUAN B. ALBERDI,5281,"ALBERDI, JUAN BAUTISTA AV. 5281",46827170 46822196,MATADEROS,9,-58.49822687895427,-34.647396514412343
1241,FARMACIA,GODOY CRUZ,2771,GODOY CRUZ 2771,48990333,PALERMO,14,-58.424402176436338,-34.578015946645642
1243,FARMACIA,LAVALLE,1790,LAVALLE 1790,,SAN NICOLAS,1,-58.392131499076861,-34.603328070299156
1244,FARMACIA,AV FEDERICO LACROZE,3160,"LACROZE, FEDERICO AV. 3160",,COLEGIALES,13,-58.448998754391681,-34.577656323794933
1245,FARMACIA,SANABRIA,3111,SANABRIA 3111,,VILLA DEVOTO,11,-58.508780335085518,-34.60809394695174
1246,FARMACIA,JURAMENTO,1520,JURAMENTO 1520,,BELGRANO,13,-58.447947847798787,-34.557023901082516
1247,FARMACIA,AV LIBERTADOR,6285,DEL LIBERTADOR AV. 6285,47866388 47866308,BELGRANO,13,-58.449715910573389,-34.554010067360224
1249,FARMACIA,SAN MARTIN,145,SAN MARTIN 145,46531606,SAN NICOLAS,1,-58.373460769956587,-34.606240817083403
1250,FARMACIA,PARAGUAY,615,PARAGUAY 615,43129883,RETIRO,1,-58.375647040263949,-34.597422873636269
1251,FARMACIA,AV CERVINO,4716,CERVIÑO AV. 4716,47760868 47766080,PALERMO,14,-58.423854005345945,-34.575149983341547
1252,FARMACIA,AV CONGRESO,5452,CONGRESO AV. 5452,45213235 45220636,VILLA URQUIZA,12,-58.494088356906126,-34.572030092053311
1253,FARMACIA,GRAL. JOSE G. DE ARTIGAS,799,"ARTIGAS, JOSE GERVASIO, GRAL. 799",46319800,FLORES,7,-58.467350879104302,-34.621543590882602
1254,FARMACIA,AV RIVADAVIA,6064,RIVADAVIA AV. 6064,46335032,CABALLITO,6,-58.451054755753908,-34.624672206225888
1255,FARMACIA,CULLEN,5297,CULLEN 5297,45226220,VILLA URQUIZA,12,-58.489964173875734,-34.573874257095468
1256,FARMACIA,CONDE,815,CONDE 815,45548060,COLEGIALES,13,-58.450779948417797,-34.577186410075292
1257,FARMACIA,JOSE HERNANDEZ,2711,"HERNANDEZ, JOSE 2711",8104445262,BELGRANO,13,-58.456553767649119,-34.567274445489666
1258,FARMACIA,LARREA,906,LARREA 906,49614114 52757736,RECOLETA,2,-58.402146729760723,-34.597577277961214
1259,FARMACIA,AV SAN MARTIN,2399,SAN MARTIN AV. 2399,45147950 45855254,PATERNAL,15,-58.461248692724048,-34.603591690167192
1261,FARMACIA,AV AVELLANEDA,2600,AVELLANEDA AV. 2600,46374996,FLORES,7,-58.467330561276547,-34.625219202443262
1262,FARMACIA,AV JUAN B. ALBERDI,2188,"ALBERDI, JUAN BAUTISTA AV. 2188",46327950,FLORES,7,-58.458478756915049,-34.630451615785525
1263,FARMACIA,AV RIVADAVIA,8509,RIVADAVIA AV. 8509,46728798,VELEZ SARSFIELD,10,-58.483317556636422,-34.633983277685161
1264,FARMACIA,JUANA MANSO,1696,MANSO JUANA 1696,57879700,PUERTO MADERO,1,-58.361579415381691,-34.617208778825017
1266,FARMACIA,AV CALLAO,779,CALLAO AV. 779,48130367,SAN NICOLAS,1,-58.392660653187207,-34.599997658617362
1267,FARMACIA,ACOYTE,435,ACOYTE AV. 435,49040114 49018517,CABALLITO,6,-58.437817958761428,-34.613555344583844
1268,FARMACIA,AV LAS HERAS,2902,LAS HERAS GENERAL AV. 2902,48020390,RECOLETA,2,-58.40241180056519,-34.583614234599622
1269,FARMACIA,AV CORRIENTES,4025,CORRIENTES AV. 4025,48622779,ALMAGRO,5,-58.421345845436107,-34.602954640275399
1270,FARMACIA,ALICIA MOREAU DE JUSTO,146,"MOREAU DE JUSTO, ALICIA AV. 146",43113100,PUERTO MADERO,1,-58.367352568277475,-34.599987830839559
1272,FARMACIA,AV CABILDO,3999,CABILDO AV. 3999,47029497 47022407,NUÑEZ,13,-58.469631799029649,-34.546735036308952
1273,FARMACIA,RECONQUISTA,1000,RECONQUISTA 1000,43121469 43152525,RETIRO,1,-58.37324455386257,-34.596287650702699
1274,FARMACIA,AV CABILDO,3834,CABILDO AV. 3834,47022407 47028148,SAAVEDRA,12,-58.469217823022021,-34.547977078018405
1276,FARMACIA,AV DE MAYO,675,DE MAYO AV. 675,43425144,MONSERRAT,1,-58.376012143755347,-34.608497134771973
1277,FARMACIA,AV RIVADAVIA,2101,RIVADAVIA AV. 2101,49536587 49500700 49500701,BALVANERA,3,-58.396424851462882,-34.609312301833938
1278,FARMACIA,LAVALLE,4098,LAVALLE 4098,48612828,ALMAGRO,5,-58.423275140190292,-34.597983902587821
1279,FARMACIA,AV RAFAEL OBLIGADO Y AVENIDA ERIKSON,0.00000000000,"OBLIGADO RAFAEL, Av.Costanera y EDISON, TOMAS A. AV.",45767615,RECOLETA,2,-58.380835070925279,-34.576055315812937
1281,FARMACIA,AV SAN MARTIN,1851,SAN MARTIN AV. 1851,45842733/2758,VILLA CRESPO,15,-58.454599750100456,-34.605309759344884
1282,FARMACIA,PARAGUAY,2802,PARAGUAY 2802,49631408,RECOLETA,2,-58.407577677393817,-34.596718490603557
1283,FARMACIA,BOGOTA,2396,BOGOTA 2396,46139594,FLORES,7,-58.464043725347274,-34.62534353912573
1285,FARMACIA,AV RAUL SCALABRINI ORTIZ,461,"SCALABRINI ORTIZ, RAUL AV. 461",48547460,VILLA CRESPO,15,-58.436857400818901,-34.598881618783075
1286,FARMACIA,ROMA,955,ROMA 955,,VERSALLES,10,-58.522145476869298,-34.625844297212105
1287,FARMACIA,AV INDEPENDENCIA,3830,INDEPENDENCIA AV. 3830,49314644/6795,BOEDO,5,-58.419797061985008,-34.621400163703456
1288,FARMACIA,AV DIRECTORIO,2,DIRECTORIO AV. 2,49222551,PARQUE CHACABUCO,7,-58.426911090666906,-34.627190921316974
1289,FARMACIA,AV LUIS MARIA CAMPOS,1267,"CAMPOS, LUIS M. AV. 1267",47736656,PALERMO,14,-58.440809064241655,-34.56472143495742
1290,FARMACIA,MONROE,1600,MONROE 1600,47829818,BELGRANO,13,-58.451918716290571,-34.553703096485535
1291,FARMACIA,GUEMES,4799,GUEMES 4799,47761140,PALERMO,14,-58.425095593322474,-34.580319780532662
1292,FARMACIA,NAON,2357,"NAON, ROMULO 2357",45422105,BELGRANO,13,-58.47224885533663,-34.567670084945043
1293,FARMACIA,MONROE,5091,MONROE 5091,45212653 45214321,VILLA URQUIZA,12,-58.486302370034707,-34.574097791019959
1294,FARMACIA,SOLIS,146,SOLIS 146,,MONSERRAT,1,-58.39017156779763,-34.610774407136184
1295,FARMACIA,AV SEGUROLA,1898,SEGUROLA AV. 1898,46397755,MONTE CASTRO,10,-58.501305594439479,-34.619076554981007
1296,FARMACIA,MEXICO,1285,MEXICO 1285,43827666,MONSERRAT,1,-58.384294987770964,-34.615336129821621
1297,FARMACIA,ADOLFO ALSINA,1874,"ALSINA, ADOLFO 1874",,BALVANERA,3,-58.392865368453862,-34.611757283976495
1299,FARMACIA,J. RAMIREZ DE VELAZCO,692,"RAMIREZ DE VELASCO, JUAN 692",48565221,VILLA CRESPO,15,-58.438334663784531,-34.596873672886744
1301,FARMACIA,SARMIENTO,2214,SARMIENTO 2214,,BALVANERA,3,-58.398164470744867,-34.60620416029591
1302,FARMACIA,SALTA,1899,SALTA 1899,,CONSTITUCION,1,-58.382930724859243,-34.629627388312862
1303,FARMACIA,SAN MARTIN DE TOURS,2976,SAN MARTIN DE TOURS 2976,48001137,PALERMO,14,-58.404025226433944,-34.577858797952977
1304,FARMACIA,AV BEIRO FRANCISCO,5402,"BEIRO, FRANCISCO AV. 5402",45665095,VILLA REAL,10,-58.526231345409911,-34.615085408820477
1305,FARMACIA,AV PUEYRREDON,1428,PUEYRREDON AV. 1428,4829150 48291510,RECOLETA,2,-58.402411992755475,-34.594068812883478
1306,FARMACIA,AV SAENZ,883,SAENZ AV. 883,49193430,NUEVA POMPEYA,4,-58.416637844156455,-34.650460298020782
1307,FARMACIA,URUGUAY,479,URUGUAY AV. 479,58111234,SAN NICOLAS,1,-58.386391312258574,-34.603154006669463
1308,FARMACIA,MAURE,1732,MAURE 1732,47791100,PALERMO,14,-58.436037624479376,-34.56712935353795
1309,FARMACIA,ACASSUSO,6440,ACASSUSO 6440,46419287,LINIERS,9,-58.513975351249456,-34.648974362518835
1310,FARMACIA,PIEDRAS,1012,PIEDRAS 1012,43004519,SAN TELMO,1,-58.377061862593287,-34.619885942342506
1311,FARMACIA,AV RIVADAVIA,4718,RIVADAVIA AV. 4718,49029144 49028228,CABALLITO,6,-58.432031019544823,-34.616538069996011
1313,FARMACIA,MANSILLA,2493,"MANSILLA, LUCIO NORBERTO, GENERAL 2493",49611848,RECOLETA,2,-58.402907701467349,-34.596498742788413
1314,FARMACIA,VIAMONTE,2661,VIAMONTE 2661,49638824 49642250,BALVANERA,3,-58.404117487271499,-34.600732497142822
1315,FARMACIA,MARCELO T. DE ALVEAR,1487,"ALVEAR, MARCELO T. De 1487",48138100,RECOLETA,2,-58.388131160849511,-34.596930838395252
1317,FARMACIA,AV RIVADAVIA,851,RIVADAVIA AV. 851,,SAN NICOLAS,1,-58.37858899274439,-34.608075668403018
1318,FARMACIA,AV DIAZ VELEZ,5402,DIAZ VELEZ AV. 5402,49821996,CABALLITO,6,-58.442913189912822,-34.608297055591017
1319,FARMACIA,AV RIVADAVIA,7496,RIVADAVIA AV. 7496,,FLORES,7,-58.47093572286402,-34.63125047648213
1320,FARMACIA,AZCUÉNAGA,1235,AZCUENAGA 1235,48229519,RECOLETA,2,-58.399168372582693,-34.593917089552328
1321,FARMACIA,J B ALBERDI,6151,"ALBERDI, JUAN BAUTISTA AV. 6151",46874415 46874767,MATADEROS,9,-58.505389310298348,-34.653979268150728
1322,FARMACIA,JUNCAL,873,JUNCAL 873,43931678 43281424,RETIRO,1,-58.379654821722688,-34.592687220656849
1323,FARMACIA,AV RICARDO BALBIN,4955,"BALBIN, RICARDO, DR. AV. 4955",45426681,SAAVEDRA,12,-58.498759609609436,-34.551497609947617
1324,FARMACIA,AV TRIUNVIRATO,3602,TRIUNVIRATO AV. 3602,45210086,VILLA ORTUZAR,15,-58.472244457792407,-34.582379492407817
1325,FARMACIA,AV CABILDO,370,CABILDO AV. 370,47723989,PALERMO,14,-58.44062705792706,-34.572405397778638
1326,FARMACIA,SAAVEDRA,172,SAAVEDRA 172,49520151,BALVANERA,3,-58.403035022157674,-34.611926765152099
1327,FARMACIA,AV JUAN B. JUSTO,3483,"JUSTO, JUAN B. AV. 3483",4584831,VILLA CRESPO,15,-58.453904048649811,-34.601167952315329
1328,FARMACIA,AV ASAMBLEA,500,ASAMBLEA AV. 500,49255110,PARQUE CHACABUCO,7,-58.43251884265014,-34.634083588483485
1329,FARMACIA,AV GAONA,2308,GAONA AV. 2308,45810900,FLORES,7,-58.45952992024273,-34.614114630191523
1330,FARMACIA,TERRADA,1164,TERRADA 1164,45842426,VILLA SANTA RITA,11,-58.473638011275114,-34.619289005048685
1331,FARMACIA,GRAL. JOSE G. DE ARTIGAS,4901,"ARTIGAS, JOSE GERVASIO, GRAL. 4901",45729756 45716169,VILLA PUEYRREDON,12,-58.499184477611777,-34.581584962442349
1332,FARMACIA,GRAL. JOSE G. DE ARTIGAS,4702,"ARTIGAS, JOSE GERVASIO, GRAL. 4702",45711628,VILLA PUEYRREDON,12,-58.497891324800641,-34.583413194267038
1333,FARMACIA,AV SAN JUAN,2376,SAN JUAN AV. 2376,49415802,SAN CRISTOBAL,3,-58.398865128076224,-34.623548796250759
1334,FARMACIA,CUENCA,2717,CUENCA 2717,45010605,VILLA DEL PARQUE,11,-58.492634515668392,-34.60444856538264
1335,FARMACIA,AV BELGRANO,1303,BELGRANO AV. 1303,,MONSERRAT,1,-58.384827425097377,-34.613192497116522
1336,FARMACIA,TENIENTE GENERAL JUAN D PERON,2319,"PERON, JUAN DOMINGO, TTE. GENERAL 2319",49534501,BALVANERA,3,-58.399549648856926,-34.607157669447211
1337,FARMACIA,AV FEDERICO LACROZE,3883,"LACROZE, FEDERICO AV. 3883",45525221,CHACARITA,15,-58.453441926583686,-34.584005100150073
1338,FARMACIA,MEDRANO,1168,MEDRANO 1168,48633346,PALERMO,14,-58.420055622033985,-34.595762828077774
1339,FARMACIA,HIDALGO,775,HIDALGO 775,49051111,CABALLITO,6,-58.440839934608981,-34.610440470517027
1340,FARMACIA,AV CALLAO,1379,CALLAO AV. 1379,48154441,RECOLETA,2,-58.392709661489327,-34.593097280796009
1341,FARMACIA,AV CABILDO,1053,CABILDO AV. 1053,47838599,PALERMO,14,-58.446728784617832,-34.568813812307958
1342,FARMACIA,SUAREZ,1680,SUAREZ 1680,43025883 43024998,BARRACAS,4,-58.374055620892008,-34.638778103805329
1343,FARMACIA,MONTES DE OCA,954,"MONTES DE OCA, MANUEL 954",43011649/3078,BARRACAS,4,-58.37427272253688,-34.639175605766326
1344,FARMACIA,AV EMILIO CASTRO,7000,"CASTRO, EMILIO AV. 7000",46862341,MATADEROS,9,-58.516798980483344,-34.652810484298733
1345,FARMACIA,AV CORRIENTES,1499,CORRIENTES AV. 1499,43720867,SAN NICOLAS,1,-58.387776900938285,-34.603927199399855
1346,FARMACIA,AV LAS HERAS,2002,LAS HERAS GENERAL AV. 2002,48015544,RECOLETA,2,-58.394196935240203,-34.590112145478507
1347,FARMACIA,BARTOLOME MITRE,2390,"MITRE, BARTOLOME 2390",49514000,BALVANERA,3,-58.400288605234593,-34.60869946082186
1348,FARMACIA,AV GRAL. MOSCONI,2674,MOSCONI GENERAL AV. 2674,45728941,VILLA PUEYRREDON,12,-58.499471259819458,-34.584831239202884
1350,FARMACIA,MONTEVIDEO,877,MONTEVIDEO 877,,RECOLETA,2,-58.389494385718514,-34.59877139555627
1351,FARMACIA,AUSTRIA,2270,AUSTRIA 2270,48054735,RECOLETA,2,-58.402313565816854,-34.586547352994671
1352,FARMACIA,AV ENTRE RIOS,1735,ENTRE RIOS AV. 1735,43056958,PARQUE PATRICIOS,4,-58.391223693831641,-34.628671692015011
1353,FARMACIA,AV FEDERICO LACROZE,1810,"LACROZE, FEDERICO 1810",47724591,PALERMO,14,-58.43957889857483,-34.56478392372275
1354,FARMACIA,PORTELA,2975,PORTELA 2975,,VILLA SOLDATI,8,-58.445120884428384,-34.660765928885148
1355,FARMACIA,AV DIAZ VELEZ,4500,DIAZ VELEZ AV. 4500,49828737,ALMAGRO,5,-58.430297613668884,-34.608907590193013
1356,FARMACIA,AV DE MAYO,892,DE MAYO AV. 892,43430566,MONSERRAT,1,-58.379018990638784,-34.609069208278058
1357,FARMACIA,AV CASEROS,999,CASEROS AV. 999,43006522,CONSTITUCION,1,-58.377846681718758,-34.628359024895317
1358,FARMACIA,EMILIO MITRE,900,"MITRE, EMILIO 900",49231258,PARQUE CHACABUCO,7,-58.441603561804051,-34.631491332273619
1359,FARMACIA,AV LUIS MARIA CAMPOS,315,"CAMPOS, LUIS M. AV. 315",47747939,PALERMO,14,-58.432640408366844,-34.573231242270182
1360,FARMACIA,AV FEDERICO LACROZE,2599,"LACROZE, FEDERICO AV. 2599",45545535,COLEGIALES,13,-58.446434977648643,-34.572240409317999
1361,FARMACIA,SUCRE,1892,"SUCRE, ANTONIO JOSE de, Mcal. 1892",47815105,BELGRANO,13,-58.450258091494192,-34.561200979299898
1362,FARMACIA,BONPLAND,1631,BONPLAND 1631,48991300,PALERMO,14,-58.437795496040721,-34.584007549178935
1363,FARMACIA,AV SAN MARTIN,1755,SAN MARTIN AV. 1755,,VILLA CRESPO,15,-58.453488597463853,-34.605637578317079
1364,FARMACIA,BRASIL,1128,BRASIL 1128,43058886,CONSTITUCION,1,-58.380590042179612,-34.627973615636137
1365,FARMACIA,CAMPANA,2502,CAMPANA 2502,45043441,VILLA DEL PARQUE,11,-58.492232493887734,-34.607609314008002
1366,FARMACIA,BARTOLOME MITRE,1601,"MITRE, BARTOLOME 1601",43736473,SAN NICOLAS,1,-58.389396848990252,-34.607719278377701
1367,FARMACIA,RAMOS MEJIA,1690,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1690",43110660,RETIRO,1,-58.37284977487419,-34.587407630554843
1371,FARMACIA,CUZCO,125,CUZCO 125,46411873,LINIERS,9,-58.52764606792006,-34.638139466127001
1372,FARMACIA,VIAMONTE,1416,VIAMONTE 1416,,SAN NICOLAS,1,-58.387022750012846,-34.600717750508586
1373,FARMACIA,AV DE MAYO,1217,DE MAYO AV. 1217,43827053 52757736,MONSERRAT,1,-58.383713523860756,-34.609029888917313
1374,FARMACIA,HIPOLITO IRIGOYEN,1628,"YRIGOYEN, HIPOLITO AV. 1628",,MONSERRAT,1,-58.389378516083283,-34.610285591766022
1375,FARMACIA,AMENABAR,2375,AMENABAR 2375,47877300,BELGRANO,13,-58.460641450840427,-34.560446502749599
1376,FARMACIA,AV DORREGO,940,DORREGO AV. 940,,CHACARITA,15,-58.446727596621486,-34.590351184016129
1377,FARMACIA,AV CRISOLOGO LARRALDE,2312,"LARRALDE, CRISOLOGO AV. 2312",47040600,NUÑEZ,13,-58.467136103521995,-34.548624402148995
1378,FARMACIA,AV RIVADAVIA,4065,RIVADAVIA AV. 4065,49813787,ALMAGRO,5,-58.423278831528911,-34.612259046663034
1379,FARMACIA,AV BEIRO FRANCISCO,3602,"BEIRO, FRANCISCO AV. 3602",45051010/2599,VILLA DEL PARQUE,11,-58.503640292783892,-34.601029981655834
1380,FARMACIA,AV SAN MARTIN,1631,SAN MARTIN AV. 1631,46543802 46586810,VILLA CRESPO,15,-58.452318709186009,-34.605899122565759
1381,FARMACIA,AV DIRECTORIO,2601,DIRECTORIO AV. 2601,46112620 46377072,FLORES,7,-58.463636258187023,-34.634206559503831
1383,FARMACIA,RECONQUISTA,526,RECONQUISTA 526,52586998/9,SAN NICOLAS,1,-58.372753797648045,-34.601764205592218
1384,FARMACIA,CERRITO,1054,CERRITO 1054,48167157/7199/7160,RETIRO,1,-58.382909886822645,-34.596101648193141
1385,FARMACIA,AV SAENZ,875,SAENZ AV. 875,49191242,NUEVA POMPEYA,4,-58.416635718753625,-34.650429644806792
1386,FARMACIA,BARTOLOME MITRE,2815,"MITRE, BARTOLOME 2815",45180601,BALVANERA,3,-58.406325557281441,-34.608687758365733
1388,FARMACIA,JUNIN,43,JUNIN 43,,BALVANERA,3,-58.396126743441037,-34.608897745095938
1391,FARMACIA,AV RAUL SCALABRINI ORTIZ,328,"SCALABRINI ORTIZ, RAUL AV. 328",48547395,VILLA CRESPO,15,-58.438410826719441,-34.599438894512353
1392,FARMACIA,AV BEIRO FRANCISCO,5530,"BEIRO, FRANCISCO AV. 5530",46423436 4115027/  52907,VILLA REAL,10,-58.527542667994112,-34.616118817183406
1393,FARMACIA,GARCIA DEL RIO,4097,GARCIA DEL RIO 4097,45421781,SAAVEDRA,12,-58.48531522970449,-34.554427356060621
1394,FARMACIA,JERONIMO SALGUERO,3080,"SALGUERO, JERONIMO 3080",48016013/3788,PALERMO,14,-58.405521356300142,-34.57697282388007
1395,FARMACIA,AV DE MAYO,964,DE MAYO AV. 964,43430680 43346001,MONSERRAT,1,-58.379993812876677,-34.609136159570355
1396,FARMACIA,AV GAONA,2608,GAONA AV. 2608,45811640,FLORES,7,-58.463118510152803,-34.615464864962789
1397,FARMACIA,CERRITO,1174,CERRITO 1174,48136223,RETIRO,1,-58.382970298982812,-34.594690575413935
1398,FARMACIA,AV NAZCA,2102,NAZCA AV. 2102,45823887,VILLA SANTA RITA,11,-58.482483575092402,-34.61037979731298
1399,FARMACIA,AV CORRIENTES,2101,CORRIENTES AV. 2101,56488222,BALVANERA,3,-58.396895889019035,-34.604354673798291
1401,FARMACIA,MONTES DE OCA,839,"MONTES DE OCA, MANUEL 839",43031590,BARRACAS,4,-58.374976312168364,-34.637709962729168
1403,FARMACIA,SALVADOR MARIA DEL CARRIL,2901,"CARRIL, SALVADOR MARIA DEL AV. 2901",45720341,VILLA PUEYRREDON,12,-58.498455198432858,-34.59065791216991
1405,FARMACIA,AV LUIS MARIA CAMPOS,751,"CAMPOS, LUIS M. AV. 751",47770874,PALERMO,14,-58.435981640263229,-34.569666298055402
1406,FARMACIA,AV CRISOLOGO LARRALDE,3711,"LARRALDE, CRISOLOGO AV. 3711",45438881,SAAVEDRA,12,-58.479904886987619,-34.555299089192168
1407,FARMACIA,RAUL SCALABRINI ORTIZ,2847,"SCALABRINI ORTIZ, RAUL 2847",48061820,PALERMO,14,-58.412482440818756,-34.583154626878503
1408,FARMACIA,AV INDEPENDENCIA,980,INDEPENDENCIA AV. 980,43005752,CONSTITUCION,1,-58.379603642473917,-34.617785646949699
1409,FARMACIA,AV BELGRANO,3802,BELGRANO 3802,49813632,ALMAGRO,5,-58.420265132412261,-34.615937877645877
1411,FARMACIA,URUGUAY,984,URUGUAY 984,48110727,RECOLETA,2,-58.387166836708488,-34.597334109866217
